SENSOR,PROD,ALG,YEAR,SUBAREA_NAME,TOTAL_PIXEL_AREA_KM2,N_MONTHS,ANNUAL_MEAN,ANNUAL_SUM,ANNUAL_MTON,ANNUAL_TTON,NC_NAME,TITLE,ID,HISTORY,SUMMARY,KEYWORDS,MAP,RESOLUTION,PERIOD_NAME,PERIOD_METHOD,CLIM_BOUNDS,CLIM_METHOD,CLIM_START,CLIM_END,TIME_UNITS,TIME_ORIGIN,DURATION,IOOS_CATEGORY,STATISTIC_LABEL,LEVEL,PROD$2,PROD_NAME,ALG$2,ALG_NAME,ALG_REFERENCE,UNITS,SENSOR_NAME,PLATFORM,PLATFORM_TYPE,SHORT_NAME,CONTRIBUTOR_NAME,CONTRIBUTOR_ROLE,SOURCE_DATA_URL,SOURCE_DATA_DOI,SOURCE_DATA_LEVEL,SOURCE_DATA_VERSION,SOURCE_DATA_ACCESS_DATE,PERIOD_CODE,TIME,STAT_LABEL,,,
OCCCI,PPD,VGPM2,2001,GB,95351.43,12,0.5665804,2.0499E+13,20499048.24,20499.04824,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2002,GB,95351.43,12,0.604817,2.23218E+13,22321756.01,22321.75601,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2003,GB,95351.43,12,0.6295965,2.31182E+13,23118195.15,23118.19515,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2004,GB,95351.43,12,0.6026512,2.21607E+13,22160663.07,22160.66307,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2005,GB,95351.43,12,0.616282,2.24384E+13,22438384.1,22438.3841,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2006,GB,95351.43,12,0.6926368,2.50652E+13,25065150.93,25065.15093,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2007,GB,95351.43,12,0.6566325,2.40016E+13,24001579.43,24001.57943,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2008,GB,95351.43,12,0.6626211,2.43038E+13,24303836.3,24303.8363,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2009,GB,95351.43,12,0.6512969,2.41041E+13,24104070.39,24104.07039,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2010,GB,95351.43,12,0.6705279,2.44456E+13,24445642.02,24445.64202,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2011,GB,95351.43,12,0.6577241,2.42149E+13,24214944.02,24214.94402,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2012,GB,95351.43,12,0.7429404,2.71477E+13,27147674.91,27147.67491,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2013,GB,95351.43,12,0.664809,2.44223E+13,24422295.2,24422.2952,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2014,GB,95351.43,12,0.6843783,2.55269E+13,25526937.71,25526.93771,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2015,GB,95351.43,12,0.6778274,2.50941E+13,25094135.83,25094.13583,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2016,GB,95351.43,12,0.7033822,2.59536E+13,25953590.49,25953.59049,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2017,GB,95351.43,12,0.6709301,2.43921E+13,24392135.29,24392.13529,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2018,GB,95351.43,12,0.6849987,2.49495E+13,24949475.03,24949.47503,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2019,GB,95351.43,12,0.6988583,2.55324E+13,25532392.23,25532.39223,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2020,GB,95351.43,12,0.6431332,2.37536E+13,23753558.8,23753.5588,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2021,GB,95351.43,12,0.6881418,2.51923E+13,25192289.48,25192.28948,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,PPD,VGPM2,2022,GB,95351.43,6,0.6539162,1.19534E+13,11953415.54,11953.41554,,Monthly range PPD data (Vertically Generalized Production Model - Eppley) from the OC-CCI dataset,,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Productivity,,,PPD,daily primary production,VGPM2,Vertically Generalized Production Model - Eppley,"Behrenfeld_M. J. and P. G. Falkowski (1997). ""Photosynthetic rates derived from satellite-based chlorophyll concentration."" Limnology and Oceanography 42(1): 1-20; Eppley_R. W. (1972). ""Temperature and phytoplankton growth in the sea."" Fishery Bulletin 70(4): 1063-1085.",gcarbon/m^2/day,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,CHLOR_A,CCI,1998,GOM,48859.393,0,1.016934,,,,,Monthly range CHLOR_A data (Blended OCI, OC3/4 and OC5 Algorithm) from the OC-CCI dataset,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Ocean Color,,,CHLOR_A,chlorophyll a,CCI,Blended OCI, OC3/4 and OC5 Algorithm,"Gohin_F._Druon_J.N._and Lampert_L. (2002) A five channel chlorophyll concentration algorithm applied to SeaWiFS data processed by SeaDAS in coastal waters_International Journal of Remote Sensing_23:8_1639-1661_DOI: 10.1080/01431160110071879; Gohin_F._S. Loyer_M. Lunven_C. Labry_J.-M. Froidefond_D. Delmas_M. Huret and A. Herbland (2005). ""Satellite-derived parameters for biological modelling in coastal waters: Illustration over the eastern continental shelf of the Bay of Biscay."" Remote Sensing of Environment 95(1): 29-46_DOI: 10.1015/j.rse.2004.11.007; Hu_C._Lee_Z._& Franz_B. (2012). Chlorophyll a algorithms for oligotrophic oceans: A novel approach based on three-band reflectance difference . Journal of Geophysical Research_117(C1). doi: 10.1029/2011jc007395; O'Reilly_J.E._Maritorena_S._Mitchell_B. G._Siegel_D. A._Carder_K. L._Garver_S. A._Kahru_M._& McClain_C. R. (1998). Ocean color chlorophyll algorithms for SeaWiFS_Journal of Geophysical Research 103_24937-24953_doi: 10.1029/98JC02160; O'Reilly_J.E._& 24 co-authors (2000). SeaWiFS Postlaunch Calibration and Validation Analyses_Part 3. NASA Tech. Memo. 2000-206892_Vol. 11_S.B. Hooker and E.R. Firestone_Eds._NASA Goddard Space Flight Center_49 pp.",mg m^-3,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
OCCCI,CHLOR_A,CCI,1999,GOM,48859.393,0,1.075499,,,,,Monthly range CHLOR_A data (Blended OCI, OC3/4 and OC5 Algorithm) from the OC-CCI dataset,,,,,,Monthly range,,,,,,seconds since 1970-01-01T00:00:00Z,1970-01-01T00:00:00Z,12 months,Ocean Color,,,CHLOR_A,chlorophyll a,CCI,Blended OCI, OC3/4 and OC5 Algorithm,"Gohin_F._Druon_J.N._and Lampert_L. (2002) A five channel chlorophyll concentration algorithm applied to SeaWiFS data processed by SeaDAS in coastal waters_International Journal of Remote Sensing_23:8_1639-1661_DOI: 10.1080/01431160110071879; Gohin_F._S. Loyer_M. Lunven_C. Labry_J.-M. Froidefond_D. Delmas_M. Huret and A. Herbland (2005). ""Satellite-derived parameters for biological modelling in coastal waters: Illustration over the eastern continental shelf of the Bay of Biscay."" Remote Sensing of Environment 95(1): 29-46_DOI: 10.1015/j.rse.2004.11.007; Hu_C._Lee_Z._& Franz_B. (2012). Chlorophyll a algorithms for oligotrophic oceans: A novel approach based on three-band reflectance difference . Journal of Geophysical Research_117(C1). doi: 10.1029/2011jc007395; O'Reilly_J.E._Maritorena_S._Mitchell_B. G._Siegel_D. A._Carder_K. L._Garver_S. A._Kahru_M._& McClain_C. R. (1998). Ocean color chlorophyll algorithms for SeaWiFS_Journal of Geophysical Research 103_24937-24953_doi: 10.1029/98JC02160; O'Reilly_J.E._& 24 co-authors (2000). SeaWiFS Postlaunch Calibration and Validation Analyses_Part 3. NASA Tech. Memo. 2000-206892_Vol. 11_S.B. Hooker and E.R. Firestone_Eds._NASA Goddard Space Flight Center_49 pp.",mg m^-3,Ocean Color Climate Change Initiative,SeaWiFS-OrbView2, MERIS-ENVISAT, MODIS-Aqua, VIIRS-SNPP,dataset,OC-CCI,Ocean Colour Climate Change Initiative,Source of the level 3 merged data,http://www.esa-oceancolour-cci.org/,NA,L3,V6.0,20221101-20221105,MM,1640995200
